686e9b31-caeb-4908-95d5-931b50a8df9c;2023-12-28T06:18:12Z;09326655407;C
32d527d4-485a-47ee-a9d5-e95f6b40ede7;2023-06-15T04:00:43Z;82982060095;C
1521e422-297d-4fa4-8252-1e7bdf3edeb2;2023-11-05T07:53:08Z;99200839899;C
2bb2921d-c86f-444b-8f85-1a9aaac43609;2023-06-09T14:52:14Z;44396708729;C
5b73bc48-f353-4cd8-955e-a15f5353ec49;2023-12-20T05:47:50Z;10732891068;C
6b13ff10-1b29-4853-82cc-3b219b356b87;2023-11-17T18:02:34Z;53700188357;C
6260d2ce-aadd-4fec-bb90-e78529403ac0;2023-06-22T06:35:52Z;21876142103;C
05060bf8-01f4-4ba9-904e-12a1486d264d;2023-06-04T17:24:33Z;27307875027;N
89cc0e7c-e9e9-427e-80af-10d907edc9ca;2023-09-06T07:35:42Z;85832027728;C
1d927bcd-2a15-401a-bce8-2d24f265c3bd;2023-02-14T22:03:35Z;16829025264;C
